clean,watermarked,wm_method,instrument,si_snr_clean,si_snr_watermarked,delta_si_snr,snr,lsd,pesq,stoi
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0000/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0000/2_watermarked.wav,SemanticCluster,speech,102.57705,39.495136,-63.081913,39.495617,6.50790548324585,3.887744188308716,0.999595919797465
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0001/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0001/2_watermarked.wav,SemanticCluster,speech,104.13918,40.156578,-63.982605,40.156807,7.137423992156982,3.807123899459839,0.9995997148096778
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0002/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0002/2_watermarked.wav,SemanticCluster,speech,106.24406,40.45395,-65.79011,40.45423,7.5418267250061035,3.688687801361084,0.9993916428837396
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0003/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0003/2_watermarked.wav,SemanticCluster,speech,104.41797,39.833538,-64.58443,39.83399,7.045830249786377,3.7374050617218018,0.999721778345511
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0004/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0004/2_watermarked.wav,SemanticCluster,speech,103.8349,40.14937,-63.68553,40.149788,6.73508882522583,3.774671792984009,0.9997355913188619
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0005/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0005/2_watermarked.wav,SemanticCluster,speech,104.38267,40.13453,-64.24814,40.13495,7.377172470092773,3.7368719577789307,0.9997411392224248
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0006/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0006/2_watermarked.wav,SemanticCluster,speech,104.901344,40.220474,-64.68087,40.220886,9.536128044128418,3.5613656044006348,0.9991492851498278
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0007/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0007/2_watermarked.wav,SemanticCluster,speech,103.74622,39.750164,-63.99606,39.750546,7.417220592498779,3.714773416519165,0.9997598240851462
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0008/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0008/2_watermarked.wav,SemanticCluster,speech,97.63299,40.445004,-57.187984,40.44539,8.747003555297852,3.403143882751465,0.9998850277631589
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0009/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0009/2_watermarked.wav,SemanticCluster,speech,104.03336,40.664894,-63.36847,40.66521,8.152620315551758,3.708862781524658,0.9989042170912958
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0010/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149897-0010/2_watermarked.wav,SemanticCluster,speech,101.54242,40.630497,-60.911922,40.63073,7.21599817276001,3.78700852394104,0.9998173339921013
